,,Default,HHInsurance,CarLoan,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,CallLength,CallStartHour,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum,Job_other,Marital_divorced,Marital_married,Marital_single,Education_0,Communication_other,Outcome_NoPrev,Outcome_other
train,3741,0,0,0,29,3,209,3,22.833333333333332,12,3,12,52,5,1,0,1,0,1,1,0,1
train,3742,0,1,1,26,1,-1,0,5.233333333333333,9,3,5,21,4,1,0,0,1,1,1,1,0
train,3743,0,0,0,27,1,-1,0,1.9333333333333333,13,4,5,21,4,1,0,1,0,1,1,1,0
train,3744,0,0,0,9,2,-1,0,2.533333333333333,15,3,6,23,2,1,0,1,0,1,1,1,0
train,3745,0,0,0,30,4,105,5,9.966666666666667,14,3,6,26,5,1,0,0,1,1,1,0,1
train,3746,0,1,0,28,2,92,12,10.0,13,2,9,39,5,1,0,0,1,1,1,0,1
train,3747,0,0,0,27,3,-1,0,2.3666666666666667,16,5,8,34,4,1,1,0,0,1,1,1,0
train,3748,0,1,1,17,1,-1,0,3.316666666666667,13,3,11,46,3,1,0,1,0,1,1,1,0
train,3749,0,0,0,11,5,-1,0,20.7,13,3,8,32,2,1,0,1,0,1,1,1,0
train,3750,0,0,0,21,1,-1,0,6.716666666666667,16,3,4,16,4,1,0,0,1,1,1,1,0
train,3751,0,1,0,6,2,-1,0,10.7,13,0,6,23,2,1,1,0,0,1,1,1,0
train,3752,0,0,0,28,3,-1,0,3.3,16,3,1,4,4,1,0,1,0,1,1,1,0
train,3753,0,0,1,25,1,-1,0,16.666666666666668,11,0,7,30,5,1,0,1,0,1,1,1,0
train,3754,1,1,1,6,5,-1,0,1.1,9,0,6,23,2,1,0,0,1,1,1,1,0
train,3755,0,1,1,30,1,-1,0,12.066666666666666,9,0,5,22,5,1,0,0,1,1,1,1,0
train,3756,0,1,1,13,3,370,4,15.85,15,4,5,19,2,1,0,0,1,1,1,0,1
train,3757,0,0,0,19,2,-1,0,4.266666666666667,15,4,8,33,3,1,0,1,0,1,1,1,0
train,3758,0,0,0,12,2,92,2,3.2,17,5,11,45,2,1,0,0,1,1,1,0,1
train,3759,0,1,0,21,8,-1,0,18.833333333333332,10,3,7,29,4,1,0,1,0,1,1,1,0
train,3760,0,0,0,11,3,97,7,2.7666666666666666,17,4,11,45,2,1,0,1,0,1,1,0,1
train,3761,0,0,0,18,4,-1,0,9.9,13,3,8,33,3,1,0,0,1,1,1,1,0
train,3762,0,1,0,6,4,-1,0,2.75,13,2,4,14,2,1,0,1,0,1,1,1,0
train,3763,0,1,0,4,1,-1,0,2.6166666666666667,17,3,8,31,1,1,0,1,0,1,1,1,0
train,3764,0,0,0,12,5,-1,0,0.8333333333333334,16,4,8,32,2,1,0,1,0,1,1,1,0
train,3765,0,1,0,30,2,-1,0,8.5,14,5,4,17,5,1,0,1,0,1,1,1,0
train,3766,0,1,1,31,6,-1,0,1.3833333333333333,15,6,7,30,5,1,0,1,0,1,1,1,0
train,3767,0,0,1,3,1,48,3,2.55,13,2,2,5,1,1,0,1,0,1,1,0,1
train,3768,0,1,0,15,4,175,5,26.633333333333333,17,6,5,19,2,1,0,0,1,1,1,0,1
train,3769,0,0,0,30,5,103,1,4.333333333333333,17,2,11,48,5,1,0,0,1,1,1,0,1
train,3770,0,0,0,5,1,-1,0,6.933333333333334,17,4,8,31,1,1,0,1,0,1,1,1,0
train,3771,0,1,0,30,6,-1,0,3.066666666666667,14,5,7,30,5,1,0,1,0,1,1,1,0
train,3772,0,1,0,18,1,-1,0,1.9833333333333334,10,2,5,20,3,1,0,1,0,1,1,1,0
train,3773,0,1,0,24,1,-1,0,1.8666666666666667,16,0,10,43,5,1,1,0,0,1,1,1,0
train,3774,0,1,0,12,1,-1,0,5.283333333333333,10,6,6,23,2,1,0,0,1,1,1,1,0
train,3775,0,0,0,7,1,-1,0,14.6,17,6,8,31,1,1,0,0,1,1,1,1,0
train,3776,0,0,0,5,1,-1,0,3.466666666666667,17,6,6,22,1,1,0,1,0,1,1,1,0
train,3777,0,0,0,6,2,-1,0,8.833333333333334,15,5,8,31,1,1,0,1,0,1,1,1,0
train,3778,0,1,1,11,9,306,1,1.3666666666666667,15,2,5,19,2,1,1,0,0,1,1,0,1
train,3779,0,0,0,20,5,-1,0,1.4166666666666667,11,5,8,33,3,1,0,1,0,1,1,1,0
train,3780,0,0,0,4,1,-1,0,9.733333333333333,12,0,7,27,2,1,0,1,0,1,1,1,0
train,3781,0,0,0,19,1,-1,0,5.466666666666667,15,5,11,46,3,1,0,1,0,1,1,1,0
train,3782,0,1,0,26,3,-1,0,1.95,15,1,4,17,5,1,0,1,0,1,1,1,0
train,3783,0,1,0,6,3,-1,0,1.5166666666666666,17,4,5,18,1,1,0,1,0,1,1,1,0
train,3784,0,0,0,4,3,310,2,3.8666666666666667,12,6,12,48,1,1,0,0,1,1,1,0,1
train,3785,0,1,0,29,3,-1,0,18.483333333333334,10,6,5,21,4,1,0,1,0,1,1,1,0
train,3786,0,0,0,26,1,-1,0,3.15,15,4,8,34,4,1,1,0,0,1,1,1,0
train,3787,0,0,0,27,5,-1,0,3.85,12,5,8,34,4,1,0,1,0,1,1,1,0
train,3788,0,0,0,16,1,-1,0,2.783333333333333,11,2,11,46,3,1,0,1,0,1,1,1,0
train,3789,0,0,0,11,2,-1,0,4.516666666666667,17,0,7,28,3,1,0,1,0,1,1,1,0
train,3790,0,1,0,27,1,-1,0,3.3,15,4,5,21,4,1,0,1,0,1,1,1,0
train,3791,0,0,0,19,2,-1,0,10.75,15,4,2,7,3,1,0,0,1,1,1,1,0
train,3792,0,1,0,18,2,-1,0,10.966666666666667,17,0,7,29,4,1,1,0,0,1,1,1,0
train,3793,0,0,0,23,1,187,5,3.5166666666666666,16,1,2,8,4,1,0,0,1,1,1,0,1
train,3794,0,1,0,24,1,-1,0,6.583333333333333,15,5,9,38,4,1,0,1,0,1,1,1,0
train,3795,0,1,0,6,2,-1,0,4.6,16,2,4,14,2,1,0,1,0,1,1,1,0
train,3796,0,0,0,18,4,-1,0,1.0166666666666666,14,3,8,33,3,1,0,1,0,1,1,1,0
train,3797,0,1,0,6,6,-1,0,2.1,15,5,8,31,1,1,0,1,0,1,1,1,0
train,3798,0,1,0,13,1,300,1,13.483333333333333,9,4,5,19,2,1,0,0,1,1,1,0,1
train,3799,0,1,1,10,1,-1,0,23.316666666666666,13,6,7,27,2,1,0,1,0,1,1,1,0
train,3800,0,1,0,4,1,-1,0,2.1333333333333333,12,5,6,22,1,1,1,0,0,1,1,1,0
train,3801,0,1,0,21,3,91,10,5.65,13,4,10,42,4,1,0,0,1,1,1,0,1
train,3802,0,1,0,5,2,-1,0,2.8666666666666667,13,5,3,9,1,1,0,1,0,1,1,1,0
train,3803,0,0,0,25,8,-1,0,2.0166666666666666,12,3,8,34,4,1,0,1,0,1,1,1,0
train,3804,0,1,0,26,2,-1,0,3.4,15,4,8,34,4,1,0,1,0,1,1,1,0
train,3805,0,1,0,2,1,-1,0,0.43333333333333335,13,3,6,22,1,1,1,0,0,1,1,1,0
train,3806,0,0,0,17,1,-1,0,6.3,12,6,4,15,3,1,0,1,0,1,1,1,0
train,3807,0,1,0,14,3,-1,0,1.65,11,6,8,32,2,1,0,0,1,1,1,1,0
train,3808,0,1,0,1,2,476,4,4.416666666666667,13,3,9,35,1,1,0,1,0,1,1,0,1
train,3809,0,1,0,22,1,-1,0,25.75,12,4,7,29,4,1,0,1,0,1,1,1,0
train,3810,0,1,1,6,1,302,1,0.7,14,4,5,18,1,1,0,1,0,1,1,0,1
train,3811,0,1,0,5,2,-1,0,4.0,10,3,5,18,1,1,0,1,0,1,1,1,0
train,3812,0,0,0,2,1,-1,0,0.9,11,2,3,9,1,1,0,1,0,1,1,1,0
train,3813,0,1,0,21,2,-1,0,4.4,15,2,12,51,4,1,0,1,0,1,1,1,0
train,3814,0,1,0,13,9,85,1,1.5666666666666667,14,5,2,6,2,1,0,1,0,1,1,0,1
train,3815,0,1,0,28,6,-1,0,1.3833333333333333,13,3,7,30,5,1,0,1,0,1,1,1,0
train,3816,0,1,0,19,1,-1,0,7.233333333333333,13,5,11,46,3,1,0,1,0,1,1,1,0
train,3817,0,1,1,4,2,122,2,5.866666666666666,16,5,6,22,1,1,0,1,0,1,1,0,1
train,3818,0,1,0,30,1,85,2,14.016666666666667,9,5,4,17,5,1,0,1,0,1,1,0,1
train,3819,0,1,0,14,2,24,2,1.8666666666666667,16,2,9,37,3,1,0,1,0,1,1,0,1
train,3820,0,0,0,4,1,-1,0,1.1833333333333333,11,0,7,27,2,1,0,0,1,1,1,1,0
train,3821,0,0,0,16,1,-1,0,6.683333333333334,16,5,7,28,3,1,0,0,1,1,1,1,0
train,3822,0,0,0,21,1,-1,0,6.2,12,0,11,47,4,1,0,0,1,1,1,1,0
train,3823,0,1,0,19,3,-1,0,1.0833333333333333,13,3,5,20,3,1,0,1,0,1,1,1,0
train,3824,0,1,0,14,2,-1,0,8.033333333333333,12,5,5,19,2,1,0,1,0,1,1,1,0
train,3825,0,0,0,11,5,-1,0,3.35,11,5,6,23,2,1,0,1,0,1,1,1,0
train,3826,0,0,0,25,1,-1,0,5.783333333333333,9,5,6,25,4,1,0,0,1,1,1,1,0
train,3827,0,0,0,20,1,-1,0,17.333333333333332,16,6,11,46,3,1,1,0,0,1,1,1,0
train,3828,0,0,0,25,1,245,1,1.45,16,0,1,4,4,1,0,0,1,1,1,0,1
train,3829,0,1,0,16,1,345,4,19.566666666666666,13,5,4,15,3,1,0,0,1,1,1,0,1
train,3830,0,1,0,21,2,-1,0,2.25,16,5,5,20,3,1,0,1,0,1,1,1,0
train,3831,0,1,0,10,27,-1,0,5.183333333333334,10,6,7,27,2,1,0,1,0,1,1,1,0
train,3832,0,1,0,6,6,112,3,2.0166666666666666,12,5,8,31,1,1,0,0,1,1,1,0,1
train,3833,0,1,0,13,1,-1,0,12.1,14,5,8,32,2,1,0,1,0,1,1,1,0
train,3834,0,1,0,1,1,-1,0,1.8,10,4,7,26,1,1,0,1,0,1,1,1,0
train,3835,0,1,0,17,1,343,2,0.6166666666666667,15,6,4,15,3,1,0,1,0,1,1,0,1
train,3836,0,0,0,6,2,-1,0,1.55,15,0,6,23,2,1,0,1,0,1,1,1,0
train,3837,0,0,0,21,17,-1,0,3.45,16,3,4,16,4,1,1,0,0,1,1,1,0
train,3838,0,0,0,21,3,-1,0,2.5166666666666666,15,6,8,33,3,1,0,1,0,1,1,1,0
train,3839,0,0,0,6,2,-1,0,8.2,13,5,8,31,1,1,0,1,0,1,1,1,0
train,3840,0,1,0,18,1,-1,0,8.75,10,2,5,20,3,1,0,1,0,1,1,1,0
train,3841,0,1,1,2,1,-1,0,1.9333333333333333,13,2,3,9,1,1,0,1,0,1,1,1,0
train,3842,0,1,0,19,1,-1,0,1.8166666666666667,12,6,6,24,3,1,1,0,0,1,1,1,0
train,3843,0,1,0,6,1,-1,0,0.21666666666666667,17,4,5,18,1,1,0,1,0,1,1,1,0
train,3844,0,1,0,29,12,-1,0,1.0833333333333333,14,4,7,30,5,1,0,1,0,1,1,1,0
train,3845,0,1,0,20,1,-1,0,4.283333333333333,11,2,4,16,4,1,0,1,0,1,1,1,0
train,3846,0,0,0,8,1,-1,0,1.7666666666666666,9,4,7,27,2,1,0,1,0,1,1,1,0
train,3847,0,0,0,12,2,192,3,2.2333333333333334,13,5,11,45,2,1,0,1,0,1,1,0,1
train,3848,0,1,0,8,5,-1,0,1.4833333333333334,13,6,5,18,1,1,0,1,0,1,1,1,0
train,3849,0,1,0,4,1,-1,0,3.033333333333333,13,3,8,31,1,1,1,0,0,1,1,1,0
train,3850,0,0,0,2,3,-1,0,2.0,9,2,3,9,1,1,0,1,0,1,1,1,0
train,3851,0,1,0,15,5,372,2,11.55,17,6,5,19,2,1,0,1,0,1,1,0,1
train,3852,0,0,0,2,3,-1,0,1.3666666666666667,13,1,2,5,1,1,0,0,1,1,1,1,0
train,3853,0,0,1,25,1,-1,0,1.5833333333333333,13,0,7,30,5,1,0,1,0,1,1,1,0
train,3854,0,1,0,20,2,326,1,12.9,12,2,4,16,4,1,0,1,0,1,1,0,1
train,3855,1,1,0,13,1,370,2,3.7333333333333334,17,4,5,19,2,1,0,1,0,1,1,0,1
train,3856,0,0,0,12,1,188,1,2.45,13,1,4,15,3,1,0,1,0,1,1,0,1
train,3857,0,1,0,30,1,-1,0,14.466666666666667,17,0,5,22,5,1,0,1,0,1,1,1,0
train,3858,0,0,0,8,2,-1,0,2.3,15,0,8,32,2,1,0,0,1,1,1,1,0
train,3859,0,1,1,8,2,-1,0,0.3333333333333333,12,6,5,18,1,1,0,1,0,1,1,1,0
train,3860,0,1,0,24,1,-1,0,7.566666666666666,12,6,7,29,4,1,0,0,1,1,1,1,0
train,3861,0,0,1,24,1,-1,0,23.616666666666667,16,6,7,29,4,1,1,0,0,1,1,1,0
train,3862,0,0,0,9,5,-1,0,0.25,17,1,2,6,2,1,0,1,0,1,1,1,0
train,3863,0,1,0,27,1,-1,0,15.583333333333334,17,4,5,21,4,1,0,0,1,1,1,1,0
train,3864,0,0,0,10,2,375,5,2.683333333333333,11,2,8,32,2,1,0,0,1,1,1,0,1
train,3865,0,1,0,13,3,-1,0,2.35,14,5,8,32,2,1,0,0,1,1,1,1,0
train,3866,0,0,0,2,1,-1,0,1.4,16,3,6,22,1,1,0,1,0,1,1,1,0
train,3867,0,0,0,5,1,-1,0,3.7,15,6,6,22,1,1,0,1,0,1,1,1,0
train,3868,0,0,0,20,3,-1,0,0.48333333333333334,14,0,6,25,4,1,0,1,0,1,1,1,0
train,3869,0,0,0,20,1,-1,0,2.716666666666667,11,2,4,16,4,1,0,1,0,1,1,1,0
train,3870,0,1,0,14,1,350,1,1.55,15,5,5,19,2,1,0,0,1,1,1,0,1
train,3871,0,1,0,4,1,66,1,9.866666666666667,15,2,5,18,1,1,0,0,1,1,1,0,1
train,3872,0,1,0,8,2,-1,0,4.566666666666666,17,6,5,18,1,1,0,1,0,1,1,1,0
train,3873,0,0,0,2,1,183,3,6.366666666666666,13,4,9,35,1,1,0,0,1,1,1,0,1
train,3874,0,1,0,18,2,-1,0,5.15,10,2,5,20,3,1,0,0,1,1,1,1,0
train,3875,0,0,0,16,1,-1,0,7.533333333333333,12,3,6,24,3,1,0,1,0,1,1,1,0
train,3876,0,0,0,7,1,95,2,4.55,16,6,8,31,1,1,0,1,0,1,1,0,1
train,3877,0,1,0,23,3,-1,0,14.883333333333333,16,0,5,21,4,1,0,1,0,1,1,1,0
train,3878,0,0,1,21,5,-1,0,4.183333333333334,9,3,7,29,4,1,0,1,0,1,1,1,0
train,3879,0,0,0,31,1,455,2,5.4,11,2,8,35,5,1,0,1,0,1,1,0,1
train,3880,0,0,0,25,2,-1,0,1.7666666666666666,14,2,5,21,4,1,0,0,1,1,1,1,0
train,3881,0,1,0,4,1,-1,0,10.633333333333333,12,5,6,22,1,1,0,0,1,1,1,1,0
train,3882,0,0,0,12,6,-1,0,19.016666666666666,9,6,6,23,2,1,0,1,0,1,1,1,0
train,3883,0,1,0,15,4,-1,0,19.366666666666667,10,6,5,19,2,1,0,1,0,1,1,1,0
train,3884,0,1,0,6,2,-1,0,2.5833333333333335,10,4,5,18,1,1,0,1,0,1,1,1,0
train,3885,0,1,0,18,2,-1,0,1.2,9,4,11,46,3,1,0,1,0,1,1,1,0
train,3886,0,0,1,8,3,-1,0,5.033333333333333,11,4,7,27,2,1,0,1,0,1,1,1,0
train,3887,0,0,0,3,1,182,1,5.833333333333333,13,5,12,48,1,1,0,0,1,1,1,0,1
train,3888,0,0,0,5,3,-1,0,9.616666666666667,9,6,6,22,1,1,0,0,1,1,1,1,0
train,3889,0,0,0,9,1,-1,0,9.916666666666666,14,4,12,49,2,1,0,0,1,1,1,1,0
train,3890,0,1,0,21,10,-1,0,11.516666666666667,12,3,7,29,4,1,0,1,0,1,1,1,0
train,3891,0,0,0,8,2,-1,0,1.8666666666666667,13,0,8,32,2,1,0,0,1,1,1,1,0
train,3892,0,0,0,14,2,-1,0,1.6666666666666667,9,6,8,32,2,1,0,1,0,1,1,1,0
train,3893,0,1,0,10,4,-1,0,7.933333333333334,11,6,7,27,2,1,0,1,0,1,1,1,0
train,3894,0,0,0,3,2,-1,0,2.3333333333333335,9,4,6,22,1,1,0,1,0,1,1,1,0
train,3895,0,0,0,30,2,188,8,27.133333333333333,11,2,11,48,5,1,0,1,0,1,1,0,1
train,3896,0,0,1,18,2,-1,0,2.5,12,3,8,33,3,1,1,0,0,1,1,1,0
train,3897,0,1,0,19,2,-1,0,29.866666666666667,11,5,11,46,3,1,0,1,0,1,1,1,0
train,3898,0,0,0,10,1,-1,0,2.316666666666667,15,6,7,27,2,1,0,1,0,1,1,1,0
train,3899,0,0,0,19,7,-1,0,9.466666666666667,17,1,7,29,4,1,0,1,0,1,1,1,0
train,3900,0,1,0,13,1,-1,0,2.5833333333333335,10,4,5,19,2,1,1,0,0,1,1,1,0
train,3901,0,0,0,1,1,-1,0,8.166666666666666,16,3,9,35,1,1,0,1,0,1,1,1,0
train,3902,0,0,0,20,1,-1,0,1.85,11,0,6,25,4,1,1,0,0,1,1,1,0
train,3903,0,1,0,17,1,-1,0,2.5166666666666666,9,6,7,28,3,1,0,1,0,1,1,1,0
train,3904,0,0,0,13,13,-1,0,0.8,14,5,8,32,2,1,0,0,1,1,1,1,0
train,3905,0,0,0,11,1,180,4,4.133333333333334,17,3,8,32,2,1,0,1,0,1,1,0,1
train,3906,0,1,0,8,2,-1,0,14.816666666666666,12,0,8,32,2,1,0,1,0,1,1,1,0
train,3907,0,0,0,18,1,-1,0,7.35,17,3,8,33,3,1,1,0,0,1,1,1,0
train,3908,0,0,0,28,2,-1,0,1.35,12,3,1,4,4,1,0,0,1,1,1,1,0
train,3909,0,1,0,11,4,-1,0,3.55,15,3,8,32,2,1,0,0,1,1,1,1,0
train,3910,0,1,0,14,2,-1,0,11.133333333333333,17,5,5,19,2,1,1,0,0,1,1,1,0
train,3911,0,1,0,15,2,-1,0,15.183333333333334,17,6,5,19,2,1,0,1,0,1,1,1,0
train,3912,0,0,0,27,1,-1,0,10.1,17,2,7,30,5,1,0,0,1,1,1,1,0
train,3913,0,0,0,6,2,-1,0,2.9,13,5,2,5,1,1,0,1,0,1,1,1,0
train,3914,0,1,0,6,1,-1,0,1.9,12,4,5,18,1,1,1,0,0,1,1,1,0
train,3915,0,0,0,24,2,353,3,5.383333333333334,17,1,5,21,4,1,0,0,1,1,1,0,1
train,3916,0,1,0,17,1,260,7,1.2666666666666666,15,6,4,15,3,1,0,1,0,1,1,0,1
train,3917,0,0,0,4,2,-1,0,3.183333333333333,12,0,7,27,2,1,0,1,0,1,1,1,0
train,3918,0,1,1,14,3,-1,0,1.3,12,3,7,28,3,1,0,1,0,1,1,1,0
train,3919,0,0,0,17,1,-1,0,2.25,15,3,11,46,3,1,0,1,0,1,1,1,0
train,3920,0,1,0,12,2,354,3,2.25,14,3,5,19,2,1,0,1,0,1,1,0,1
train,3921,0,1,0,24,1,-1,0,2.5833333333333335,15,6,7,29,4,1,0,0,1,1,1,1,0
train,3922,0,1,1,6,2,356,1,9.233333333333333,11,4,5,18,1,1,0,0,1,1,1,0,1
train,3923,0,1,0,1,1,261,3,19.266666666666666,13,4,4,13,1,1,0,0,1,1,1,0,1
train,3924,0,1,0,13,3,-1,0,21.316666666666666,10,4,5,19,2,1,1,0,0,1,1,1,0
train,3925,0,1,0,6,2,-1,0,3.7666666666666666,16,4,5,18,1,1,1,0,0,1,1,1,0
train,3926,0,0,0,28,1,-1,0,13.266666666666667,17,5,5,21,4,1,0,1,0,1,1,1,0
train,3927,0,0,0,9,2,-1,0,4.05,11,3,6,23,2,1,0,1,0,1,1,1,0
train,3928,0,0,0,2,2,-1,0,4.333333333333333,17,5,7,26,1,1,1,0,0,1,1,1,0
train,3929,0,0,0,15,3,-1,0,1.5666666666666667,15,4,7,28,3,1,0,1,0,1,1,1,0
train,3930,0,1,1,11,1,-1,0,15.5,15,2,5,19,2,1,1,0,0,1,1,1,0
train,3931,0,0,0,10,1,-1,0,2.5166666666666666,14,2,2,6,2,1,0,0,1,1,1,1,0
train,3932,0,1,0,7,1,-1,0,6.883333333333334,9,5,5,18,1,1,0,0,1,1,1,1,0
train,3933,0,1,0,1,2,120,4,4.166666666666667,13,5,10,39,1,1,0,1,0,1,1,0,1
train,3934,0,1,1,8,1,-1,0,4.033333333333333,11,6,5,18,1,1,0,0,1,1,1,1,0
train,3935,0,1,0,8,5,-1,0,1.6666666666666667,13,6,5,18,1,1,0,1,0,1,1,1,0
train,3936,0,1,0,19,14,-1,0,3.35,9,3,5,20,3,1,0,1,0,1,1,1,0
train,3937,0,0,0,29,3,-1,0,20.816666666666666,15,4,1,4,4,1,0,1,0,1,1,1,0
train,3938,0,0,0,23,3,-1,0,1.7666666666666666,15,5,4,16,4,1,0,0,1,1,1,1,0
train,3939,0,0,1,7,2,-1,0,1.8833333333333333,13,6,8,31,1,1,0,1,0,1,1,1,0
train,3940,0,0,0,9,1,-1,0,15.016666666666667,15,3,6,23,2,1,0,0,1,1,1,1,0
train,3941,1,1,0,19,5,-1,0,4.416666666666667,15,3,5,20,3,1,0,0,1,1,1,1,0
train,3942,0,0,0,12,2,192,1,10.45,11,5,11,45,2,1,0,1,0,1,1,0,1
train,3943,1,0,0,9,3,-1,0,1.65,12,3,6,23,2,1,0,1,0,1,1,1,0
train,3944,0,1,1,10,1,-1,0,13.4,16,6,7,27,2,1,0,1,0,1,1,1,0
train,3945,0,1,0,3,1,-1,0,1.5666666666666667,15,4,6,22,1,1,0,0,1,1,1,1,0
train,3946,0,1,0,13,5,-1,0,10.833333333333334,16,4,5,19,2,1,0,1,0,1,1,1,0
train,3947,0,1,0,13,1,181,5,5.1,10,4,5,19,2,1,0,1,0,1,1,0,1
train,3948,0,0,1,24,2,-1,0,8.4,10,6,7,29,4,1,0,1,0,1,1,1,0
train,3949,0,0,0,18,1,-1,0,34.88333333333333,15,5,6,24,3,1,0,0,1,1,1,1,0
train,3950,0,1,1,17,2,-1,0,9.4,13,3,11,46,3,1,0,1,0,1,1,1,0
train,3951,0,0,0,11,1,-1,0,7.266666666666667,15,5,6,23,2,1,0,1,0,1,1,1,0
train,3952,0,0,0,20,2,-1,0,8.666666666666666,13,6,11,46,3,1,0,1,0,1,1,1,0
train,3953,0,1,0,24,1,-1,0,1.6166666666666667,10,0,10,43,5,1,0,1,0,1,1,1,0
train,3954,0,1,0,29,2,-1,0,5.983333333333333,11,6,5,21,4,1,0,0,1,1,1,1,0
train,3955,0,0,0,25,1,-1,0,5.95,12,0,7,30,5,1,1,0,0,1,1,1,0
train,3956,0,0,0,17,1,-1,0,9.916666666666666,11,3,11,46,3,1,0,1,0,1,1,1,0
train,3957,0,1,0,11,1,-1,0,10.95,13,2,5,19,2,1,0,1,0,1,1,1,0
train,3958,0,0,0,13,2,105,1,5.25,14,5,8,32,2,1,0,1,0,1,1,0,1
train,3959,0,1,1,18,3,-1,0,0.36666666666666664,11,2,5,20,3,1,0,1,0,1,1,1,0
train,3960,0,0,0,18,1,-1,0,10.683333333333334,17,0,7,29,4,1,1,0,0,1,1,1,0
train,3961,0,1,0,19,3,111,3,1.55,9,5,11,46,3,1,0,1,0,1,1,0,1
train,3962,0,1,0,21,1,-1,0,1.0833333333333333,14,0,11,47,4,1,0,1,0,1,1,1,0
train,3963,1,0,0,5,1,-1,0,25.966666666666665,15,6,6,22,1,1,1,0,0,1,1,1,0
train,3964,0,0,0,29,2,-1,0,6.533333333333333,16,4,7,30,5,1,0,0,1,1,1,1,0
train,3965,0,0,0,28,1,-1,0,6.183333333333334,11,4,10,43,5,1,0,1,0,1,1,1,0
train,3966,0,0,0,28,5,-1,0,4.5,10,5,5,21,4,1,0,1,0,1,1,1,0
train,3967,0,1,0,2,3,-1,0,1.75,15,3,6,22,1,1,0,1,0,1,1,1,0
train,3968,0,0,0,12,2,-1,0,2.3833333333333333,10,4,8,32,2,1,0,1,0,1,1,1,0
train,3969,0,1,0,11,1,-1,0,4.933333333333334,9,2,5,19,2,1,1,0,0,1,1,1,0
train,3970,0,0,0,18,1,-1,0,7.916666666666667,14,3,2,7,3,1,0,1,0,1,1,1,0
train,3971,0,1,0,14,1,-1,0,2.15,17,3,4,15,3,1,1,0,0,1,1,1,0
train,3972,0,1,0,13,2,-1,0,2.8,10,4,5,19,2,1,0,0,1,1,1,1,0
train,3973,0,1,0,7,3,-1,0,2.1333333333333333,12,3,7,27,2,1,1,0,0,1,1,1,0
train,3974,0,0,0,22,1,189,1,9.05,14,0,2,8,4,1,0,0,1,1,1,0,1
train,3975,0,1,1,5,2,-1,0,3.4166666666666665,16,3,5,18,1,1,0,0,1,1,1,1,0
train,3976,0,1,0,23,1,-1,0,2.2,10,0,5,21,4,1,0,1,0,1,1,1,0
train,3977,0,0,0,9,2,-1,0,7.15,17,5,4,14,2,1,0,1,0,1,1,1,0
train,3978,0,1,0,20,3,-1,0,10.833333333333334,12,4,5,20,3,1,1,0,0,1,1,1,0
train,3979,0,0,0,15,2,-1,0,2.0833333333333335,9,4,4,15,3,1,0,1,0,1,1,1,0
train,3980,0,1,0,14,2,-1,0,2.7,10,5,5,19,2,1,0,0,1,1,1,1,0
train,3981,0,1,0,29,1,-1,0,8.95,12,4,1,4,4,1,0,0,1,1,1,1,0
train,3982,0,0,1,2,2,-1,0,3.8,12,1,2,5,1,1,0,1,0,1,1,1,0
train,3983,0,1,1,2,2,-1,0,7.5,15,5,4,13,1,1,0,0,1,1,1,1,0
train,3984,0,1,0,28,2,-1,0,2.4833333333333334,11,5,5,21,4,1,0,0,1,1,1,1,0
train,3985,0,1,0,16,2,336,1,1.9666666666666666,10,5,4,15,3,1,0,1,0,1,1,0,1
train,3986,0,0,0,5,4,-1,0,6.816666666666666,16,4,8,31,1,1,0,0,1,1,1,1,0
train,3987,0,0,0,25,1,301,3,4.0,9,0,1,4,4,1,0,1,0,1,1,0,1
train,3988,0,0,0,11,1,-1,0,1.5833333333333333,14,3,8,32,2,1,1,0,0,1,1,1,0
train,3989,0,1,0,16,6,-1,0,1.8333333333333333,15,5,7,28,3,1,0,1,0,1,1,1,0
train,3990,0,1,1,5,2,216,4,2.45,13,4,2,5,1,1,0,0,1,1,1,0,1
train,3991,0,1,0,8,1,-1,0,1.0,17,6,5,18,1,1,0,0,1,1,1,1,0
train,3992,0,1,0,5,2,2,3,3.85,10,4,8,31,1,1,0,1,0,1,1,0,1
train,3993,0,0,0,21,1,-1,0,2.95,9,3,7,29,4,1,0,0,1,1,1,1,0
train,3994,0,0,0,5,3,-1,0,11.15,15,3,5,18,1,1,0,1,0,1,1,1,0
train,3995,0,1,0,25,1,40,2,4.483333333333333,17,2,5,21,4,1,0,0,1,1,1,0,1
train,3996,0,1,1,29,19,-1,0,2.0833333333333335,14,4,7,30,5,1,1,0,0,1,1,1,0
train,3997,0,0,1,8,1,-1,0,4.833333333333333,12,4,7,27,2,1,0,0,1,1,1,1,0
train,3998,0,1,0,29,1,227,3,1.65,11,4,1,4,4,1,0,0,1,1,1,0,1
train,3999,0,1,0,9,2,-1,0,4.566666666666666,13,0,5,19,2,1,0,1,0,1,1,1,0
test,0,0,1,1,12,12,-1,0,0.4,17,3,5,19,2,1,0,0,1,1,1,1,0
test,1,0,1,1,24,1,-1,0,0.8833333333333333,9,6,7,29,4,1,0,1,0,1,1,1,0
test,2,0,1,1,15,10,-1,0,1.7333333333333334,15,6,5,19,2,1,0,0,1,1,1,1,0
test,3,0,1,0,9,1,-1,0,4.283333333333333,9,2,11,45,2,1,0,0,1,1,1,1,0
