,,Education,Default,HHInsurance,CarLoan,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,CallLength,CallStartHour,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed,Marital_divorced,Marital_married,Marital_single,Communication_None,Communication_cellular,Communication_telephone,Outcome_NoPrev,Outcome_failure,Outcome_other,Outcome_success
train,3590,3,0,1,0,17,1,854,2,5.466666666666667,10,5,9,37,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
train,3591,2,0,0,0,7,1,-1,0,1.1666666666666667,13,6,8,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3592,3,0,1,0,17,2,-1,0,0.7,15,3,11,46,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,3593,2,0,0,0,17,5,-1,0,5.533333333333333,9,4,6,24,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3594,3,0,0,0,19,2,164,2,3.8333333333333335,9,1,7,29,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
train,3595,2,0,0,1,25,1,-1,0,0.8833333333333333,17,5,6,25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,3596,2,0,1,0,21,2,-1,0,2.9166666666666665,14,5,5,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3597,3,0,1,0,5,2,-1,0,2.65,11,6,6,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,3598,3,0,1,0,29,1,-1,0,4.433333333333334,16,5,10,43,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
train,3599,2,0,0,0,7,3,-1,0,0.85,9,6,8,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3600,2,0,1,0,29,3,183,2,5.816666666666666,15,4,7,30,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,3601,2,0,0,0,30,1,-1,0,3.6166666666666667,15,6,10,43,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,3602,2,0,0,0,12,2,178,10,8.4,12,4,8,32,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
train,3603,2,0,0,0,2,1,214,2,2.5166666666666666,10,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
train,3604,3,0,0,0,15,1,105,3,2.5,16,3,9,37,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,3605,2,0,0,0,15,3,-1,0,2.9833333333333334,15,4,4,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3606,2,0,0,0,17,1,-1,0,17.95,17,3,11,46,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
train,3607,3,0,0,0,20,1,-1,0,9.45,15,2,4,16,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3608,3,0,1,0,17,5,-1,0,8.616666666666667,13,6,7,28,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
train,3609,2,1,1,0,15,7,-1,0,0.8333333333333334,16,6,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3610,2,0,0,0,10,2,93,1,2.566666666666667,10,2,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,3611,1,0,1,1,30,2,-1,0,0.8333333333333334,16,5,7,30,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3612,2,0,1,0,30,1,168,1,4.2,12,5,4,17,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,3613,3,0,1,0,15,1,352,5,0.9666666666666667,11,6,5,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
train,3614,2,0,1,0,13,4,-1,0,1.4333333333333333,16,4,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3615,0,0,0,0,28,1,-1,0,0.4666666666666667,10,3,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
train,3616,2,0,1,0,6,2,-1,0,6.183333333333334,17,4,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3617,3,0,1,0,22,1,99,2,3.9833333333333334,12,3,9,38,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,3618,1,0,1,1,15,2,-1,0,1.45,12,4,4,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3619,2,0,0,0,28,5,-1,0,9.55,9,3,7,30,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,3620,1,0,0,0,11,1,-1,0,3.3,12,3,8,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,3621,3,0,1,0,30,19,-1,0,1.2,12,5,7,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3622,2,0,0,0,19,3,-1,0,21.966666666666665,12,6,6,24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,3623,3,0,1,0,23,3,-1,0,3.4833333333333334,9,0,5,21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3624,2,0,0,0,28,1,-1,0,1.0,9,4,10,43,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,3625,3,0,0,0,20,2,-1,0,15.35,16,5,8,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3626,3,0,0,0,12,1,-1,0,5.816666666666666,14,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
train,3627,1,0,0,0,29,1,102,1,2.4,13,4,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
train,3628,3,0,0,0,7,1,-1,0,5.033333333333333,16,1,6,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3629,2,0,1,1,21,1,-1,0,2.65,11,5,5,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3630,2,0,0,0,10,2,185,2,3.5166666666666666,13,5,9,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
train,3631,2,0,1,0,29,1,253,1,2.5166666666666666,13,4,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,3632,3,0,1,0,5,7,426,3,7.833333333333333,16,1,4,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
train,3633,3,0,1,0,3,5,263,2,0.7166666666666667,17,2,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
train,3634,3,0,0,0,1,1,28,8,3.6666666666666665,14,2,6,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
train,3635,2,0,0,0,28,6,-1,0,1.3333333333333333,10,6,8,34,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3636,3,0,0,0,6,2,98,6,2.183333333333333,14,5,8,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,3637,3,0,1,1,19,6,-1,0,4.05,12,3,5,20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3638,3,0,1,0,14,2,-1,0,7.666666666666667,15,5,5,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3639,1,0,1,0,2,3,5,1,2.3,9,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
train,3640,1,0,0,0,4,1,-1,0,12.266666666666667,14,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
train,3641,3,0,1,0,20,4,-1,0,6.333333333333333,14,5,8,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3642,2,0,1,0,27,5,-1,0,2.4166666666666665,11,4,5,21,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3643,2,0,1,0,5,3,169,5,2.75,16,3,5,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
train,3644,3,0,0,0,30,2,-1,0,13.566666666666666,17,5,7,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3645,2,0,0,0,21,22,-1,0,1.5166666666666666,16,6,8,33,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3646,3,0,1,0,30,3,-1,0,1.45,11,5,7,30,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,3647,2,0,1,1,17,2,-1,0,1.4333333333333333,13,3,11,46,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,3648,2,0,0,0,9,1,-1,0,4.366666666666666,9,0,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3649,2,0,1,0,15,3,371,2,5.333333333333333,13,6,5,19,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
train,3650,2,0,0,0,22,14,-1,0,1.2,11,4,7,29,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3651,3,0,1,0,8,1,-1,0,12.6,10,6,5,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3652,2,0,0,0,3,2,71,1,4.366666666666666,14,4,6,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
train,3653,2,0,0,0,30,1,-1,0,7.866666666666666,12,5,4,17,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3654,3,0,0,0,26,1,103,1,2.2333333333333334,10,3,5,21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,3655,2,0,1,0,29,1,-1,0,1.7666666666666666,15,6,5,21,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3656,2,0,0,0,8,5,-1,0,3.5,16,4,7,27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3657,3,0,1,0,23,2,-1,0,6.6,9,5,7,29,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3658,2,0,0,0,17,9,-1,0,4.266666666666667,14,4,6,24,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3659,2,0,0,0,2,1,-1,0,3.4,16,1,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train,3660,2,0,0,1,10,1,-1,0,2.85,10,6,7,27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3661,3,0,0,0,17,2,150,1,18.183333333333334,10,3,11,46,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,3662,2,0,1,0,28,2,-1,0,2.95,17,5,5,21,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
train,3663,1,0,1,0,16,1,-1,0,20.366666666666667,17,5,7,28,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3664,2,0,0,0,22,4,-1,0,3.2,13,0,8,34,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3665,1,0,1,0,21,7,-1,0,2.7666666666666666,10,5,5,20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3666,2,0,0,0,20,4,-1,0,0.26666666666666666,10,0,6,25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3667,2,0,1,0,8,3,-1,0,4.366666666666666,14,6,5,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3668,2,0,0,0,13,1,92,1,2.783333333333333,14,6,11,45,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
train,3669,2,0,0,0,25,3,-1,0,15.5,14,3,8,34,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,3670,3,0,0,0,29,13,-1,0,0.7166666666666667,17,0,8,35,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3671,2,0,1,0,7,4,-1,0,2.1,17,3,7,27,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,3672,3,0,0,0,11,3,182,4,3.7,10,3,8,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
train,3673,2,0,1,1,23,7,-1,0,0.6666666666666666,9,0,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3674,2,0,1,0,16,2,-1,0,2.0833333333333335,9,5,4,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3675,1,0,1,0,17,1,-1,0,0.6666666666666666,11,6,4,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,3676,1,0,1,0,12,4,-1,0,10.0,11,3,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3677,2,0,1,1,6,3,-1,0,12.333333333333334,9,2,4,14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3678,2,0,0,0,20,1,-1,0,1.4833333333333334,14,0,6,25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3679,1,0,0,0,28,10,-1,0,2.6333333333333333,16,6,8,34,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3680,2,0,0,0,20,5,171,2,0.43333333333333335,12,6,11,46,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
train,3681,2,0,0,0,17,2,-1,0,3.8833333333333333,12,2,2,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,3682,2,0,0,0,26,2,-1,0,1.65,14,4,8,34,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3683,3,0,1,0,30,4,-1,0,1.3833333333333333,15,5,7,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3684,1,0,1,0,19,1,-1,0,1.2833333333333334,11,5,11,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3685,2,0,1,0,7,3,-1,0,14.616666666666667,14,5,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3686,2,0,0,0,3,2,-1,0,3.7666666666666666,15,2,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
train,3687,2,0,0,1,28,3,-1,0,15.65,10,3,7,30,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3688,2,0,1,0,30,1,450,2,4.383333333333334,15,3,6,26,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train,3689,2,0,1,0,2,1,263,3,1.9,17,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
train,3690,1,0,0,0,18,10,-1,0,2.8666666666666667,13,3,2,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3691,2,0,0,0,7,1,-1,0,11.166666666666666,16,6,8,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3692,3,0,1,0,28,3,-1,0,1.7333333333333334,14,3,7,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3693,2,0,0,0,3,1,-1,0,1.6166666666666667,17,6,7,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3694,2,0,1,0,28,1,-1,0,3.0833333333333335,14,5,5,21,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
train,3695,3,0,0,0,13,1,182,1,3.683333333333333,15,3,10,41,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,3696,3,0,1,0,18,2,-1,0,1.85,14,3,8,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3697,2,0,0,0,12,1,182,6,2.533333333333333,15,3,5,19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
train,3698,2,0,1,0,24,4,-1,0,7.166666666666667,17,6,7,29,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3699,3,0,0,0,5,1,97,1,3.433333333333333,12,4,8,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,3700,2,0,1,0,25,2,-1,0,5.583333333333333,16,0,7,30,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3701,2,0,0,0,4,1,-1,0,3.45,12,5,6,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3702,2,0,1,0,23,1,-1,0,7.15,17,5,7,29,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3703,2,0,0,1,30,2,-1,0,2.4833333333333334,9,5,7,30,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3704,2,0,1,0,13,1,-1,0,17.883333333333333,17,4,5,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3705,2,0,0,0,7,5,-1,0,6.416666666666667,13,3,7,27,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
train,3706,3,0,0,0,11,1,195,1,2.7666666666666666,12,4,11,45,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,3707,3,0,0,0,2,1,-1,0,9.8,10,1,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train,3708,3,0,0,0,7,4,-1,0,7.75,13,3,4,14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3709,2,0,1,1,21,3,-1,0,4.0,13,5,5,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3710,3,0,1,0,16,5,-1,0,12.783333333333333,10,5,7,28,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3711,3,0,0,0,21,2,-1,0,1.8333333333333333,16,3,4,16,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train,3712,3,0,1,1,14,1,85,19,1.7333333333333334,9,4,10,41,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
train,3713,3,0,0,0,2,3,293,2,3.0166666666666666,15,3,6,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,3714,2,0,0,0,8,3,-1,0,0.95,16,0,8,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3715,1,0,0,0,8,1,-1,0,13.55,16,6,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3716,3,0,1,0,22,2,-1,0,1.9833333333333334,14,0,8,34,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,3717,3,0,0,0,31,17,-1,0,1.7833333333333334,13,6,7,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3718,3,0,0,0,2,1,-1,0,10.966666666666667,17,2,3,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,3719,3,0,0,0,28,10,-1,0,3.933333333333333,13,6,8,34,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3720,3,0,1,0,11,2,-1,0,18.666666666666668,13,0,7,28,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3721,3,0,0,0,15,1,-1,0,7.35,10,4,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3722,2,0,1,0,25,5,-1,0,2.2,12,0,7,30,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3723,2,0,1,0,30,17,-1,0,4.483333333333333,17,5,7,30,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3724,2,0,1,0,3,1,-1,0,0.75,16,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
train,3725,2,0,0,0,21,2,-1,0,5.183333333333334,13,6,8,33,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3726,3,0,1,0,11,4,329,2,4.3,9,2,5,19,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,3727,2,0,0,0,28,4,-1,0,3.683333333333333,16,3,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3728,2,0,1,0,2,2,49,3,2.25,10,5,7,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,3729,2,0,1,0,7,2,-1,0,3.3333333333333335,14,5,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3730,2,0,1,0,18,2,-1,0,3.4833333333333334,16,2,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3731,3,0,0,1,28,1,190,2,2.0166666666666666,12,3,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
train,3732,3,0,0,0,11,1,-1,0,3.316666666666667,14,4,11,45,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,3733,2,0,0,0,20,2,-1,0,8.95,16,6,11,46,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3734,3,0,1,0,9,1,-1,0,2.0833333333333335,14,5,7,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3735,2,0,1,1,17,1,-1,0,29.816666666666666,11,3,11,46,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3736,2,0,0,0,17,2,-1,0,12.45,13,3,11,46,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3737,2,0,1,0,14,1,-1,0,9.733333333333333,9,3,4,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,3738,2,0,1,0,7,1,-1,0,9.266666666666667,9,5,5,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,3739,3,0,0,0,1,2,-1,0,18.916666666666668,12,4,7,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
train,3740,3,0,1,0,6,1,169,2,5.183333333333334,9,4,5,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,3741,2,0,0,0,29,3,209,3,22.833333333333332,12,3,12,52,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
train,3742,2,0,1,1,26,1,-1,0,5.233333333333333,9,3,5,21,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,3743,2,0,0,0,27,1,-1,0,1.9333333333333333,13,4,5,21,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3744,3,0,0,0,9,2,-1,0,2.533333333333333,15,3,6,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,3745,3,0,0,0,30,4,105,5,9.966666666666667,14,3,6,26,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
train,3746,3,0,1,0,28,2,92,12,10.0,13,2,9,39,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,3747,2,0,0,0,27,3,-1,0,2.3666666666666667,16,5,8,34,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
train,3748,2,0,1,1,17,1,-1,0,3.316666666666667,13,3,11,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3749,3,0,0,0,11,5,-1,0,20.7,13,3,8,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3750,3,0,0,0,21,1,-1,0,6.716666666666667,16,3,4,16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
train,3751,1,0,1,0,6,2,-1,0,10.7,13,0,6,23,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,3752,2,0,0,0,28,3,-1,0,3.3,16,3,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,3753,2,0,0,1,25,1,-1,0,16.666666666666668,11,0,7,30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
train,3754,2,1,1,1,6,5,-1,0,1.1,9,0,6,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
train,3755,3,0,1,1,30,1,-1,0,12.066666666666666,9,0,5,22,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
